3d=true		
polyline=false		
0	0	0
0	0.01	0.023879698
0	0.02	0.0336
0	0.03	0.040940933
0	0.04	0.047030203
0	0.05	0.052306787
0	0.06	0.056996842
0	0.07	0.061235284
0	0.08	0.065110368
0	0.09	0.068683623
0	0.1	0.072
0	0.11	0.075093542
0	0.12	0.077990769
0	0.13	0.080712824
0	0.14	0.083276888
0	0.15	0.085697141
0	0.16	0.087985453
0	0.17	0.090151872
0	0.18	0.092204989
0	0.19	0.094152217
0	0.2	0.096
0	0.21	0.097753977
0	0.22	0.099419113
0	0.23	0.100999802
0	0.24	0.102499951
0	0.25	0.103923048
0	0.26	0.105272219
0	0.27	0.10655027
0	0.28	0.107759733
0	0.29	0.108902893
0	0.3	0.109981817
0	0.31	0.110998378
0	0.32	0.111954276
0	0.33	0.112851052
0	0.34	0.113690105
0	0.35	0.114472704
0	0.36	0.1152
0	0.37	0.115873034
0	0.38	0.116492747
0	0.39	0.117059985
0	0.4	0.117575508
0	0.41	0.118039993
0	0.42	0.118454042
0	0.43	0.11881818
0	0.44	0.119132867
0	0.45	0.119398492
0	0.46	0.119615384
0	0.47	0.119783805
0	0.48	0.119903962
0	0.49	0.119975998
0	0.5	0.12
0	0.51	0.119975998
0	0.52	0.119903962
0	0.53	0.119783805
0	0.54	0.119615384
0	0.55	0.119398492
0	0.56	0.119132867
0	0.57	0.11881818
0	0.58	0.118454042
0	0.59	0.118039993
0	0.6	0.117575508
0	0.61	0.117059985
0	0.62	0.116492747
0	0.63	0.115873034
0	0.64	0.1152
0	0.65	0.114472704
0	0.66	0.113690105
0	0.67	0.112851052
0	0.68	0.111954276
0	0.69	0.110998378
0	0.7	0.109981817
0	0.71	0.108902893
0	0.72	0.107759733
0	0.73	0.10655027
0	0.74	0.105272219
0	0.75	0.103923048
0	0.76	0.102499951
0	0.77	0.100999802
0	0.78	0.099419113
0	0.79	0.097753977
0	0.8	0.096
0	0.81	0.094152217
0	0.82	0.092204989
0	0.83	0.090151872
0	0.84	0.087985453
0	0.85	0.085697141
0	0.86	0.083276888
0	0.87	0.080712824
0	0.88	0.077990769
0	0.89	0.075093542
0	0.9	0.072
0	0.91	0.068683623
0	0.92	0.065110368
0	0.93	0.061235284
0	0.94	0.056996842
0	0.95	0.052306787
0	0.96	0.047030203
0	0.97	0.040940933
0	0.98	0.0336
0	0.99	0.023879698
0	1	0
