3d=true		
polyline=false		
0	0	0
0	0.01	0.019899749
0	0.02	0.028
0	0.03	0.034117444
0	0.04	0.039191836
0	0.05	0.043588989
0	0.06	0.047497368
0	0.07	0.051029403
0	0.08	0.05425864
0	0.09	0.057236352
0	0.1	0.06
0	0.11	0.062577951
0	0.12	0.064992307
0	0.13	0.067260687
0	0.14	0.069397406
0	0.15	0.071414284
0	0.16	0.073321211
0	0.17	0.07512656
0	0.18	0.076837491
0	0.19	0.078460181
0	0.2	0.08
0	0.21	0.081461647
0	0.22	0.082849261
0	0.23	0.084166502
0	0.24	0.085416626
0	0.25	0.08660254
0	0.26	0.087726849
0	0.27	0.088791892
0	0.28	0.089799777
0	0.29	0.09075241
0	0.3	0.091651514
0	0.31	0.092498649
0	0.32	0.09329523
0	0.33	0.094042544
0	0.34	0.094741754
0	0.35	0.09539392
0	0.36	0.096
0	0.37	0.096560862
0	0.38	0.097077289
0	0.39	0.097549987
0	0.4	0.09797959
0	0.41	0.098366661
0	0.42	0.098711701
0	0.43	0.09901515
0	0.44	0.099277389
0	0.45	0.099498744
0	0.46	0.099679486
0	0.47	0.099819838
0	0.48	0.099919968
0	0.49	0.099979998
0	0.5	0.1
0	0.51	0.099979998
0	0.52	0.099919968
0	0.53	0.099819838
0	0.54	0.099679486
0	0.55	0.099498744
0	0.56	0.099277389
0	0.57	0.09901515
0	0.58	0.098711701
0	0.59	0.098366661
0	0.6	0.09797959
0	0.61	0.097549987
0	0.62	0.097077289
0	0.63	0.096560862
0	0.64	0.096
0	0.65	0.09539392
0	0.66	0.094741754
0	0.67	0.094042544
0	0.68	0.09329523
0	0.69	0.092498649
0	0.7	0.091651514
0	0.71	0.09075241
0	0.72	0.089799777
0	0.73	0.088791892
0	0.74	0.087726849
0	0.75	0.08660254
0	0.76	0.085416626
0	0.77	0.084166502
0	0.78	0.082849261
0	0.79	0.081461647
0	0.8	0.08
0	0.81	0.078460181
0	0.82	0.076837491
0	0.83	0.07512656
0	0.84	0.073321211
0	0.85	0.071414284
0	0.86	0.069397406
0	0.87	0.067260687
0	0.88	0.064992307
0	0.89	0.062577951
0	0.9	0.06
0	0.91	0.057236352
0	0.92	0.05425864
0	0.93	0.051029403
0	0.94	0.047497368
0	0.95	0.043588989
0	0.96	0.039191836
0	0.97	0.034117444
0	0.98	0.028
0	0.99	0.019899749
0	1	0
