3d=true		
polyline=false		
0	0	0
0	0.01	0.037809523
0	0.02	0.0532
0	0.03	0.064823144
0	0.04	0.074464488
0	0.05	0.08281908
0	0.06	0.090245
0	0.07	0.096955866
0	0.08	0.103091416
0	0.09	0.108749069
0	0.1	0.114
0	0.11	0.118898108
0	0.12	0.123485384
0	0.13	0.127795305
0	0.14	0.131855072
0	0.15	0.13568714
0	0.16	0.139310301
0	0.17	0.142740464
0	0.18	0.145991233
0	0.19	0.149074344
0	0.2	0.152
0	0.21	0.15477713
0	0.22	0.157413595
0	0.23	0.159916353
0	0.24	0.162291589
0	0.25	0.164544827
0	0.26	0.166681013
0	0.27	0.168704594
0	0.28	0.170619577
0	0.29	0.17242958
0	0.3	0.174137876
0	0.31	0.175747432
0	0.32	0.177260938
0	0.33	0.178680833
0	0.34	0.180009333
0	0.35	0.181248448
0	0.36	0.1824
0	0.37	0.183465637
0	0.38	0.184446849
0	0.39	0.185344976
0	0.4	0.18616122
0	0.41	0.186896656
0	0.42	0.187552233
0	0.43	0.188128786
0	0.44	0.188627039
0	0.45	0.189047613
0	0.46	0.189391024
0	0.47	0.189657692
0	0.48	0.189847939
0	0.49	0.189961996
0	0.5	0.19
0	0.51	0.189961996
0	0.52	0.189847939
0	0.53	0.189657692
0	0.54	0.189391024
0	0.55	0.189047613
0	0.56	0.188627039
0	0.57	0.188128786
0	0.58	0.187552233
0	0.59	0.186896656
0	0.6	0.18616122
0	0.61	0.185344976
0	0.62	0.184446849
0	0.63	0.183465637
0	0.64	0.1824
0	0.65	0.181248448
0	0.66	0.180009333
0	0.67	0.178680833
0	0.68	0.177260938
0	0.69	0.175747432
0	0.7	0.174137876
0	0.71	0.17242958
0	0.72	0.170619577
0	0.73	0.168704594
0	0.74	0.166681013
0	0.75	0.164544827
0	0.76	0.162291589
0	0.77	0.159916353
0	0.78	0.157413595
0	0.79	0.15477713
0	0.8	0.152
0	0.81	0.149074344
0	0.82	0.145991233
0	0.83	0.142740464
0	0.84	0.139310301
0	0.85	0.13568714
0	0.86	0.131855072
0	0.87	0.127795305
0	0.88	0.123485384
0	0.89	0.118898108
0	0.9	0.114
0	0.91	0.108749069
0	0.92	0.103091416
0	0.93	0.096955866
0	0.94	0.090245
0	0.95	0.08281908
0	0.96	0.074464488
0	0.97	0.064823144
0	0.98	0.0532
0	0.99	0.037809523
0	1	0
